Date,City,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Rainfall,AQI
2023-06-15 00:20:59.376492,Mumbai,109.93428306022466,178.894978956197,29.872325875384277,5.4609622106130455,0.9409519185105197,41.524806359545934,21.657755925300737,71.77777623465565,9.834873681402197,2.8847300182179163,265.6377249297325
2023-06-16 00:20:59.376492,Mumbai,97.80116471130138,155.94808389607977,37.83221993926723,10.69807494610249,1.1906389533182749,40.93171783232292,23.279341060344976,33.33478556444698,7.4817486981220185,2.329401758837676,224.21776918685646
2023-06-17 00:20:59.376492,Mumbai,114.08651921079633,171.72608251539623,28.11370118500058,12.931972332891778,1.2054050616133338,14.087136547399702,22.51803556550472,70.72118474833418,9.13812521273169,0.7796200745432756,279.8126000644426
2023-06-18 00:20:59.376492,Mumbai,132.15933729500827,191.76963816545666,35.38057705541439,24.43843828670095,1.3417891037530216,43.39819616597126,23.872209216009125,56.49413913222412,13.5736586375885,1.5770625776444553,309.5641425752389
2023-06-19 00:20:59.376492,Mumbai,97.58120550980308,153.35404140084052,11.595779995693213,17.78276562266879,0.789942491015752,64.65658163643491,25.04557333588963,70.61186566296571,16.38928327515257,0.318633555485663,223.46687398174157
2023-06-20 00:20:59.376492,Mumbai,98.14645507339003,151.15453646430254,43.19940561059408,8.322592154500544,1.3777701821541992,24.515357618464098,28.37111144636862,71.65397538532243,12.852436654317867,1.2050212774527373,225.39651904364183
2023-06-21 00:20:59.376492,Mumbai,134.97760753387118,211.4183435010841,40.01808213043336,17.430181447088184,0.38868251051916747,70.96965302101185,25.06753985835724,84.11872591678735,10.508616042358849,4.26058295598311,311.7270011306453
2023-06-22 00:20:59.376492,Mumbai,119.30528628038911,185.30964743740336,27.74367053397714,7.263480055308173,1.011034634290857,59.755496421686765,21.445203328684748,80.30180471431805,17.490058851522136,1.0935667823044233,297.62839109512146
2023-06-23 00:20:59.376492,Mumbai,95.1292758450993,153.1894409208423,49.88868502648607,20.413455269435367,1.0535178472645366,35.31533356057924,29.79299126061813,80.19857493915444,8.435817634742389,3.659754078947817,215.09649340223555
2023-06-24 00:20:59.376492,Mumbai,115.93091594209818,168.5440217975416,54.06355206439838,12.644376740910607,1.3899980478213716,47.16940725324305,24.031817805797694,81.65505478749358,15.154596691834534,1.7844325487006003,286.10898890578346
2023-06-25 00:20:59.376492,Mumbai,96.37094096969558,157.73035211088663,15.886602034465387,14.531819056304146,1.2067892558030606,81.96643615282066,26.53677016050089,64.37068477223919,8.559686008243606,0.4260812986129986,219.33528124137456
2023-06-26 00:20:59.376492,Mumbai,96.88275677444274,147.3001312085881,28.559128321506787,21.62898323771095,0.7783310838431139,64.67095627011732,28.221876619254576,60.4827763055526,12.155114790054466,1.7402759170234086,221.08251450585624
2023-06-27 00:20:59.376492,Mumbai,111.59298102797985,188.14208026822243,28.462864753190527,8.56418215707875,0.9045020622548954,50.17567309796296,27.64987625389454,73.09225624767501,9.432187176047742,1.4103720314359984,271.3001766127588
2023-06-28 00:20:59.376492,Mumbai,69.04269114761965,96.6721585405338,25.90145348336703,8.014409074435044,1.259604002864222,45.246333660780316,30.50175377260608,70.98121427149533,9.720739086735946,1.0171274848200547,128.45608357290845
2023-06-29 00:20:59.376492,Mumbai,73.36252703061857,127.40342857758034,52.44212262897623,12.082003368269977,1.1762797974406332,51.53218140903319,28.823737090237778,55.3640064489261,8.11306741268895,0.25482700914194206,143.20310951831854
2023-06-30 00:20:59.376492,Mumbai,97.1655990194169,147.72750636375184,37.09260791840795,20.191894255096585,1.026262767109276,39.76472884115393,24.969604212070546,66.07235113212403,16.724270155903472,1.0781369969822863,222.04807941111287
2023-07-01 00:20:59.376492,Mumbai,88.7029231201355,126.54020464405876,36.03227738034084,7.403269622615788,1.0557498631464062,7.905009885619705,34.25526809731604,59.473552998231085,6.335369809457324,0.15109081990747766,195.57204789287636
2023-07-02 00:20:59.376492,Mumbai,115.79027048917459,168.84654739321866,9.942064533898698,0.8392220094471554,1.4088503991477865,90.84355821069462,28.46782471882079,47.19100637309916,6.2988387372564585,0.20798745893542447,285.6288544285615
2023-07-03 00:20:59.376492,Mumbai,91.88805613016537,134.62861111330486,49.5312704531384,12.744205707955006,1.0446922281392355,53.10649998398803,27.607191566698372,79.35691112064525,20.604967829225547,1.0754227666120395,204.0316398926335
2023-07-04 00:20:59.376492,Mumbai,82.34296677501607,127.75610962654326,21.41112407719791,17.7587039995546,1.173572626791278,57.96294530245074,31.104472886090356,60.827988637951336,14.889237823271657,0.728784958067922,173.86047278367553
2023-07-05 00:20:59.376492,Mumbai,140.4396633672555,215.88784993123824,40.89898945399492,21.001308748694147,1.8509809764241627,48.841845002461824,29.12358183373135,90.73062386548276,1.9255684934651818,5.195102617365408,315.91881142138214
2023-07-06 00:20:59.376492,Mumbai,107.14580870661149,154.98171302053146,44.160654069372875,12.684193189573005,0.7728952089348231,35.29766398550824,29.734445800581696,35.617615947002506,7.1737063039479825,0.9422671119620276,256.11845041222546
2023-07-07 00:20:59.376492,Mumbai,113.54340148157978,170.07155629975983,60.40987893757976,12.942866964419988,0.6444471805276024,46.28151038102459,36.17379742470879,51.64831840734951,0.940053312189729,2.8364629043733047,277.9585085060827
2023-07-08 00:20:59.376492,Mumbai,84.22608961419024,147.761838007404,20.36769401321332,20.769503671278734,1.435076899439582,18.012104756113775,28.031269777670932,60.489582550363075,5.246546532923724,1.5110987497017894,180.2890645449943
2023-07-09 00:20:59.376492,Mumbai,102.35818638687674,170.8127112813222,0.0,5.651291501522897,0.9964070816117689,95.5417299610661,28.061597210007545,77.06071646443371,5.692573331170198,2.435370575274828,239.7744983551999
2023-07-10 00:20:59.376492,Mumbai,115.98551112381807,178.34150338246744,42.75774317130542,13.057396124084953,1.1045287416772138,25.30976003155208,29.521671562160563,65.99204058903277,9.315052111530289,0.6025236777450829,286.2953655606203
2023-07-11 00:20:59.376492,Mumbai,91.26469752936819,137.27708107573432,67.0076677226628,15.95211944962529,0.9656530865606657,29.36067432305641,32.542303732247426,64.65709131271127,4.2902909041934425,5.691350419617093,201.90362260025694
2023-07-12 00:20:59.376492,Mumbai,122.31219197047712,184.6686012228983,58.58419529409156,17.24609360642517,1.1220599577697463,41.19481591227199,24.96269132683291,43.091043111687796,10.299526283982193,1.510421786628703,302.00703104711033
2023-07-13 00:20:59.376492,Mumbai,103.29513573011083,161.07788332247043,43.14489122911939,12.450966534045588,1.6795614336289022,75.76151449704756,23.738835034598992,42.64587904155793,1.8743937055873765,3.5595519730838068,242.97304956141284
2023-07-14 00:20:59.376492,Mumbai,109.97959165905957,154.74146183660528,32.62545721551929,15.172205058529206,1.4406385375854358,50.29017998525308,28.02599258929744,64.83756990434857,10.4145592658602,0.908404481817326,265.79239911196197
2023-07-15 00:20:59.376492,Mumbai,104.28063576171289,153.84718826833586,52.10683894955966,2.5583632329350525,1.458667053566093,25.277284079390753,25.03598662442191,39.538410092724625,7.925418609398363,0.21119075102720766,246.337342772744
2023-07-16 00:20:59.376492,Mumbai,153.85724355729343,214.10002459716424,25.396807004432972,11.70875793833076,0.7751318832622063,75.08676721514679,28.81221539594413,52.021833745660075,17.50976482594298,2.2399475447512858,326.2160241253647
